rank_date,country_full,rank,total_points
2001-01-01,France,1,1924.3
2001-01-01,Spain,5,2040.6
2001-01-01,Argentina,3,1922.3
2001-01-01,England,2,1917.0
2001-01-01,Portugal,4,1931.2
2001-01-01,Brazil,9,1928.6
2001-01-01,Netherlands,9,1979.7
2001-01-01,Morocco,9,1957.2
2001-01-01,Belgium,12,1904.8
2001-01-01,Germany,14,1872.5
2001-01-01,Croatia,11,1924.6
2001-01-01,Austria,14,1894.9
2001-01-01,Colombia,12,1922.5
2001-01-01,Senegal,13,1889.1
2001-01-01,Mexico,16,1925.2
2001-01-01,United States,14,1881.8
2001-01-01,Uruguay,14,1876.6
2001-01-01,Japan,21,1812.1
2001-01-01,Switzerland,16,1825.1
2001-01-01,Norway,22,1865.9
2001-01-01,Iran,22,1820.2
2001-01-01,Turkey,25,1883.6
2001-01-01,Ecuador,22,1842.5
2001-01-01,Sweden,27,1772.7
2001-01-01,South Korea,26,1777.2
2001-01-01,Nigeria,22,1787.5
2001-01-01,Australia,28,1742.0
2001-01-01,Ivory Coast,32,1742.5
2001-01-01,Algeria,28,1759.7
2001-01-01,Egypt,26,1731.9
2001-01-01,Canada,27,1701.9
2001-01-01,Tunisia,29,1756.1
2001-01-01,Paraguay,35,1759.7
2001-01-01,Peru,37,1777.7
2001-01-01,Ghana,31,1709.0
2001-01-01,Saudi Arabia,39,1728.1
2001-01-01,Cabo Verde,34,1734.4
2001-01-01,Slovakia,37,1679.5
2001-01-01,Scotland,36,1700.1
2001-01-01,Jordan,38,1697.5
2001-01-01,Czechia,38,1669.3
2001-01-01,South Africa,43,1642.0
2001-01-01,Venezuela,46,1664.8
2001-01-01,Chile,43,1656.9
2001-01-01,Bolivia,48,1662.6
2001-01-01,Indonesia,41,1604.3
2001-01-01,New Zealand,46,1583.4
2001-01-01,Costa Rica,47,1680.5
2001-01-01,Curaçao,48,1650.5
2001-01-01,Honduras,50,1614.1
2001-01-01,DR Congo,47,1588.6
2001-01-01,Kenya,50,1600.4
2001-01-01,Panama,49,1598.8
2001-01-01,Bosnia and Herzegovina,49,1685.7
2001-01-01,Qatar,54,1573.4
2001-01-01,Haiti,55,1571.6
2001-01-01,Cuba,52,1546.3
2001-01-01,Iraq,53,1585.6
2001-01-01,Trinidad and Tobago,59,1601.4
2001-01-01,Uzbekistan,64,1501.5
2001-02-01,France,1,2030.1
2001-02-01,Spain,5,1997.1
2001-02-01,Argentina,2,1957.9
2001-02-01,England,4,1950.6
2001-02-01,Portugal,9,1976.5
2001-02-01,Brazil,10,1940.4
2001-02-01,Netherlands,6,2040.0
2001-02-01,Morocco,4,1904.3
2001-02-01,Belgium,9,1945.5
2001-02-01,Germany,12,1960.2
2001-02-01,Croatia,8,1857.9
2001-02-01,Austria,8,1948.9
2001-02-01,Colombia,15,1889.1
2001-02-01,Senegal,17,1901.6
2001-02-01,Mexico,13,1883.1
2001-02-01,United States,12,1883.7
2001-02-01,Uruguay,18,1840.1
2001-02-01,Japan,14,1845.3
2001-02-01,Switzerland,18,1830.3
2001-02-01,Norway,23,1869.6
2001-02-01,Iran,24,1821.8
2001-02-01,Turkey,21,1878.5
2001-02-01,Ecuador,25,1774.7
2001-02-01,Sweden,25,1811.8
2001-02-01,South Korea,24,1832.8
2001-02-01,Nigeria,30,1743.0
2001-02-01,Australia,23,1838.3
2001-02-01,Ivory Coast,27,1769.0
2001-02-01,Algeria,30,1766.1
2001-02-01,Egypt,25,1782.7
2001-02-01,Canada,28,1753.5
2001-02-01,Tunisia,29,1710.8
2001-02-01,Paraguay,29,1768.5
2001-02-01,Peru,36,1738.7
2001-02-01,Ghana,34,1687.5
2001-02-01,Saudi Arabia,40,1743.3
2001-02-01,Cabo Verde,33,1731.7
2001-02-01,Slovakia,33,1666.8
2001-02-01,Scotland,40,1710.8
2001-02-01,Jordan,41,1678.0
2001-02-01,Czechia,44,1661.1
2001-02-01,South Africa,38,1673.0
2001-02-01,Venezuela,40,1668.8
2001-02-01,Chile,42,1718.1
2001-02-01,Bolivia,48,1645.9
2001-02-01,Indonesia,41,1601.0
2001-02-01,New Zealand,42,1620.4
2001-02-01,Costa Rica,47,1599.4
2001-02-01,Curaçao,49,1651.8
2001-02-01,Honduras,49,1622.6
2001-02-01,DR Congo,44,1633.5
2001-02-01,Kenya,48,1648.0
2001-02-01,Panama,53,1598.4
2001-02-01,Bosnia and Herzegovina,51,1615.7
2001-02-01,Qatar,55,1635.8
2001-02-01,Haiti,57,1632.1
2001-02-01,Cuba,53,1591.7
2001-02-01,Iraq,52,1530.2
2001-02-01,Trinidad and Tobago,52,1568.6
2001-02-01,Uzbekistan,65,1496.3
2001-03-01,France,1,1993.9
2001-03-01,Spain,1,1980.2
2001-03-01,Argentina,3,1942.3
2001-03-01,England,1,1933.2
2001-03-01,Portugal,4,1983.4
2001-03-01,Brazil,2,1932.3
2001-03-01,Netherlands,8,1954.3
2001-03-01,Morocco,5,1904.8
2001-03-01,Belgium,7,1941.9
2001-03-01,Germany,9,1921.1
2001-03-01,Croatia,11,1863.5
2001-03-01,Austria,15,1853.3
2001-03-01,Colombia,10,1875.8
2001-03-01,Senegal,16,1867.2
2001-03-01,Mexico,11,1902.7
2001-03-01,United States,12,1874.9
2001-03-01,Uruguay,18,1874.8
2001-03-01,Japan,15,1868.8
2001-03-01,Switzerland,23,1843.5
2001-03-01,Norway,18,1828.8
2001-03-01,Iran,17,1791.1
2001-03-01,Turkey,25,1877.1
2001-03-01,Ecuador,21,1746.5
2001-03-01,Sweden,22,1821.0
2001-03-01,South Korea,22,1869.0
2001-03-01,Nigeria,24,1759.1
2001-03-01,Australia,29,1784.8
2001-03-01,Ivory Coast,26,1794.1
2001-03-01,Algeria,25,1744.9
2001-03-01,Egypt,27,1813.2
2001-03-01,Canada,34,1708.1
2001-03-01,Tunisia,35,1737.7
2001-03-01,Paraguay,32,1779.6
2001-03-01,Peru,33,1754.8
2001-03-01,Ghana,31,1698.7
2001-03-01,Saudi Arabia,40,1746.9
2001-03-01,Cabo Verde,32,1727.8
2001-03-01,Slovakia,37,1744.2
2001-03-01,Scotland,40,1749.1
2001-03-01,Jordan,35,1707.8
2001-03-01,Czechia,43,1628.3
2001-03-01,South Africa,44,1680.8
2001-03-01,Venezuela,41,1731.8
2001-03-01,Chile,40,1655.1
2001-03-01,Bolivia,41,1619.3
2001-03-01,Indonesia,47,1696.3
2001-03-01,New Zealand,48,1595.9
2001-03-01,Costa Rica,51,1618.5
2001-03-01,Curaçao,43,1602.2
2001-03-01,Honduras,44,1637.7
2001-03-01,DR Congo,47,1617.3
2001-03-01,Kenya,49,1576.0
2001-03-01,Panama,51,1570.3
2001-03-01,Bosnia and Herzegovina,52,1672.4
2001-03-01,Qatar,56,1564.8
2001-03-01,Haiti,57,1576.0
2001-03-01,Cuba,51,1576.1
2001-03-01,Iraq,51,1534.8
2001-03-01,Trinidad and Tobago,59,1597.8
2001-03-01,Uzbekistan,64,1436.4
2001-04-01,France,5,1978.5
2001-04-01,Spain,1,2030.4
2001-04-01,Argentina,5,1950.1
2001-04-01,England,2,1971.5
2001-04-01,Portugal,3,2006.8
2001-04-01,Brazil,7,1964.2
2001-04-01,Netherlands,9,1953.6
2001-04-01,Morocco,7,1928.0
2001-04-01,Belgium,5,1913.3
2001-04-01,Germany,12,1952.5
2001-04-01,Croatia,14,1922.6
2001-04-01,Austria,14,1937.9
2001-04-01,Colombia,15,1880.2
2001-04-01,Senegal,11,1912.2
2001-04-01,Mexico,18,1853.8
2001-04-01,United States,17,1893.3
2001-04-01,Uruguay,15,1816.0
2001-04-01,Japan,18,1825.6
2001-04-01,Switzerland,17,1907.9
2001-04-01,Norway,20,1817.1
2001-04-01,Iran,22,1795.4
2001-04-01,Turkey,21,1847.6
2001-04-01,Ecuador,26,1790.5
2001-04-01,Sweden,26,1757.0
2001-04-01,South Korea,28,1826.2
2001-04-01,Nigeria,25,1798.7
2001-04-01,Australia,27,1766.5
2001-04-01,Ivory Coast,26,1758.1
2001-04-01,Algeria,29,1752.6
2001-04-01,Egypt,33,1737.2
2001-04-01,Canada,33,1803.2
2001-04-01,Tunisia,31,1717.6
2001-04-01,Paraguay,28,1778.2
2001-04-01,Peru,29,1740.4
2001-04-01,Ghana,35,1695.7
2001-04-01,Saudi Arabia,37,1736.2
2001-04-01,Cabo Verde,36,1752.2
2001-04-01,Slovakia,40,1722.1
2001-04-01,Scotland,42,1694.3
2001-04-01,Jordan,35,1660.1
2001-04-01,Czechia,43,1703.5
2001-04-01,South Africa,43,1676.7
2001-04-01,Venezuela,44,1677.6
2001-04-01,Chile,42,1696.0
2001-04-01,Bolivia,45,1626.2
2001-04-01,Indonesia,41,1634.9
2001-04-01,New Zealand,44,1655.0
2001-04-01,Costa Rica,48,1612.4
2001-04-01,Curaçao,50,1642.8
2001-04-01,Honduras,50,1592.3
2001-04-01,DR Congo,47,1642.7
2001-04-01,Kenya,45,1608.5
2001-04-01,Panama,53,1568.4
2001-04-01,Bosnia and Herzegovina,55,1584.6
2001-04-01,Qatar,48,1599.8
2001-04-01,Haiti,56,1501.5
2001-04-01,Cuba,50,1548.1
2001-04-01,Iraq,58,1536.5
2001-04-01,Trinidad and Tobago,59,1555.4
2001-04-01,Uzbekistan,62,1482.1
2001-05-01,France,1,1997.1
2001-05-01,Spain,1,1979.9
2001-05-01,Argentina,3,1908.3
2001-05-01,England,2,1936.2
2001-05-01,Portugal,1,2007.9
2001-05-01,Brazil,8,1993.0
2001-05-01,Netherlands,7,1942.4
2001-05-01,Morocco,7,1925.7
2001-05-01,Belgium,6,1892.1
2001-05-01,Germany,11,1946.7
2001-05-01,Croatia,14,1918.3
2001-05-01,Austria,10,1912.9
2001-05-01,Colombia,11,1883.5
2001-05-01,Senegal,16,1839.0
2001-05-01,Mexico,16,1860.9
2001-05-01,United States,19,1845.5
2001-05-01,Uruguay,15,1885.6
2001-05-01,Japan,20,1868.7
2001-05-01,Switzerland,22,1867.8
2001-05-01,Norway,21,1851.9
2001-05-01,Iran,19,1864.5
2001-05-01,Turkey,22,1850.7
2001-05-01,Ecuador,22,1840.7
2001-05-01,Sweden,26,1794.6
2001-05-01,South Korea,24,1780.9
2001-05-01,Nigeria,30,1765.0
2001-05-01,Australia,25,1791.6
2001-05-01,Ivory Coast,32,1808.2
2001-05-01,Algeria,25,1772.2
2001-05-01,Egypt,32,1788.5
2001-05-01,Canada,26,1734.0
2001-05-01,Tunisia,31,1708.2
2001-05-01,Paraguay,34,1720.5
2001-05-01,Peru,37,1720.2
2001-05-01,Ghana,35,1698.7
2001-05-01,Saudi Arabia,33,1679.3
2001-05-01,Cabo Verde,34,1707.1
2001-05-01,Slovakia,35,1720.3
2001-05-01,Scotland,37,1664.5
2001-05-01,Jordan,35,1718.8
2001-05-01,Czechia,39,1687.5
2001-05-01,South Africa,42,1669.1
2001-05-01,Venezuela,45,1696.8
2001-05-01,Chile,42,1648.9
2001-05-01,Bolivia,48,1691.1
2001-05-01,Indonesia,48,1566.4
2001-05-01,New Zealand,50,1618.3
2001-05-01,Costa Rica,49,1603.4
2001-05-01,Curaçao,51,1620.6
2001-05-01,Honduras,44,1648.0
2001-05-01,DR Congo,52,1662.1
2001-05-01,Kenya,50,1598.4
2001-05-01,Panama,47,1575.8
2001-05-01,Bosnia and Herzegovina,51,1575.5
2001-05-01,Qatar,55,1551.0
2001-05-01,Haiti,55,1594.5
2001-05-01,Cuba,53,1562.7
2001-05-01,Iraq,59,1525.8
2001-05-01,Trinidad and Tobago,54,1560.4
2001-05-01,Uzbekistan,67,1456.3
2001-06-01,France,5,1982.6
2001-06-01,Spain,3,1937.4
2001-06-01,Argentina,7,1979.9
2001-06-01,England,4,2007.6
2001-06-01,Portugal,8,1939.0
2001-06-01,Brazil,4,1974.8
2001-06-01,Netherlands,6,1895.9
2001-06-01,Morocco,11,1981.4
2001-06-01,Belgium,6,1969.6
2001-06-01,Germany,8,1912.4
2001-06-01,Croatia,9,1848.5
2001-06-01,Austria,10,2023.4
2001-06-01,Colombia,12,1935.3
2001-06-01,Senegal,15,1890.4
2001-06-01,Mexico,14,1910.2
2001-06-01,United States,20,1924.6
2001-06-01,Uruguay,16,1912.1
2001-06-01,Japan,20,1856.8
2001-06-01,Switzerland,23,1854.9
2001-06-01,Norway,23,1846.2
2001-06-01,Iran,25,1822.6
2001-06-01,Turkey,24,1819.1
2001-06-01,Ecuador,25,1852.2
2001-06-01,Sweden,20,1748.6
2001-06-01,South Korea,25,1747.9
2001-06-01,Nigeria,26,1797.7
2001-06-01,Australia,30,1746.9
2001-06-01,Ivory Coast,27,1766.3
2001-06-01,Algeria,25,1792.9
2001-06-01,Egypt,29,1774.0
2001-06-01,Canada,32,1774.0
2001-06-01,Tunisia,31,1739.2
2001-06-01,Paraguay,28,1822.3
2001-06-01,Peru,31,1728.4
2001-06-01,Ghana,36,1726.9
2001-06-01,Saudi Arabia,32,1734.3
2001-06-01,Cabo Verde,39,1693.4
2001-06-01,Slovakia,34,1692.2
2001-06-01,Scotland,40,1682.3
2001-06-01,Jordan,42,1695.4
2001-06-01,Czechia,39,1672.5
2001-06-01,South Africa,43,1658.4
2001-06-01,Venezuela,46,1649.9
2001-06-01,Chile,47,1665.2
2001-06-01,Bolivia,47,1667.6
2001-06-01,Indonesia,41,1647.6
2001-06-01,New Zealand,45,1630.8
2001-06-01,Costa Rica,49,1652.6
2001-06-01,Curaçao,45,1608.4
2001-06-01,Honduras,51,1650.9
2001-06-01,DR Congo,46,1636.6
2001-06-01,Kenya,51,1645.3
2001-06-01,Panama,50,1575.9
2001-06-01,Bosnia and Herzegovina,55,1602.7
2001-06-01,Qatar,53,1583.8
2001-06-01,Haiti,51,1586.5
2001-06-01,Cuba,54,1558.4
2001-06-01,Iraq,58,1613.2
2001-06-01,Trinidad and Tobago,55,1535.4
2001-06-01,Uzbekistan,63,1576.4
2001-07-01,France,1,1947.5
2001-07-01,Spain,2,1986.7
2001-07-01,Argentina,1,1959.4
2001-07-01,England,7,1960.7
2001-07-01,Portugal,6,1908.5
2001-07-01,Brazil,10,1948.5
2001-07-01,Netherlands,8,1929.3
2001-07-01,Morocco,9,1984.2
2001-07-01,Belgium,5,1999.0
2001-07-01,Germany,13,1904.1
2001-07-01,Croatia,12,1939.5
2001-07-01,Austria,16,1853.0
2001-07-01,Colombia,13,1938.7
2001-07-01,Senegal,12,1901.3
2001-07-01,Mexico,19,1830.2
2001-07-01,United States,18,1815.0
2001-07-01,Uruguay,20,1829.3
2001-07-01,Japan,21,1905.6
2001-07-01,Switzerland,15,1769.0
2001-07-01,Norway,22,1854.0
2001-07-01,Iran,25,1827.9
2001-07-01,Turkey,23,1826.6
2001-07-01,Ecuador,23,1826.1
2001-07-01,Sweden,28,1771.0
2001-07-01,South Korea,24,1751.8
2001-07-01,Nigeria,27,1782.3
2001-07-01,Australia,26,1829.3
2001-07-01,Ivory Coast,31,1742.6
2001-07-01,Algeria,31,1797.8
2001-07-01,Egypt,26,1790.9
2001-07-01,Canada,31,1777.2
2001-07-01,Tunisia,28,1794.7
2001-07-01,Paraguay,33,1733.2
2001-07-01,Peru,31,1737.9
2001-07-01,Ghana,37,1767.9
2001-07-01,Saudi Arabia,35,1704.5
2001-07-01,Cabo Verde,36,1681.7
2001-07-01,Slovakia,39,1717.8
2001-07-01,Scotland,42,1659.7
2001-07-01,Jordan,42,1707.3
2001-07-01,Czechia,39,1689.0
2001-07-01,South Africa,43,1644.7
2001-07-01,Venezuela,44,1615.9
2001-07-01,Chile,45,1614.2
2001-07-01,Bolivia,44,1690.9
2001-07-01,Indonesia,42,1629.4
2001-07-01,New Zealand,47,1614.1
2001-07-01,Costa Rica,44,1621.2
2001-07-01,Curaçao,44,1639.3
2001-07-01,Honduras,50,1602.8
2001-07-01,DR Congo,49,1580.0
2001-07-01,Kenya,49,1652.4
2001-07-01,Panama,49,1616.8
2001-07-01,Bosnia and Herzegovina,47,1546.3
2001-07-01,Qatar,52,1533.3
2001-07-01,Haiti,50,1536.3
2001-07-01,Cuba,51,1557.8
2001-07-01,Iraq,59,1578.2
2001-07-01,Trinidad and Tobago,59,1579.1
2001-07-01,Uzbekistan,67,1531.6
2001-08-01,France,4,1979.5
2001-08-01,Spain,1,1939.8
2001-08-01,Argentina,6,1974.3
2001-08-01,England,7,1937.0
2001-08-01,Portugal,7,1935.7
2001-08-01,Brazil,2,1913.6
2001-08-01,Netherlands,9,1962.0
2001-08-01,Morocco,4,1982.3
2001-08-01,Belgium,9,1961.6
2001-08-01,Germany,12,1867.5
2001-08-01,Croatia,11,1946.7
2001-08-01,Austria,9,1929.5
2001-08-01,Colombia,14,1867.6
2001-08-01,Senegal,11,1905.9
2001-08-01,Mexico,18,1875.8
2001-08-01,United States,14,1887.4
2001-08-01,Uruguay,13,1867.0
2001-08-01,Japan,19,1847.5
2001-08-01,Switzerland,15,1836.1
2001-08-01,Norway,18,1808.9
2001-08-01,Iran,24,1840.4
2001-08-01,Turkey,21,1785.3
2001-08-01,Ecuador,25,1824.5
2001-08-01,Sweden,21,1808.7
2001-08-01,South Korea,28,1814.1
2001-08-01,Nigeria,28,1808.0
2001-08-01,Australia,30,1779.1
2001-08-01,Ivory Coast,28,1812.1
2001-08-01,Algeria,29,1736.2
2001-08-01,Egypt,31,1733.7
2001-08-01,Canada,27,1726.1
2001-08-01,Tunisia,30,1779.8
2001-08-01,Paraguay,32,1788.6
2001-08-01,Peru,29,1751.2
2001-08-01,Ghana,32,1717.2
2001-08-01,Saudi Arabia,32,1708.0
2001-08-01,Cabo Verde,34,1709.0
2001-08-01,Slovakia,40,1734.7
2001-08-01,Scotland,35,1701.1
2001-08-01,Jordan,43,1693.5
2001-08-01,Czechia,40,1680.5
2001-08-01,South Africa,43,1661.5
2001-08-01,Venezuela,40,1646.2
2001-08-01,Chile,39,1636.0
2001-08-01,Bolivia,48,1645.3
2001-08-01,Indonesia,49,1620.8
2001-08-01,New Zealand,45,1675.2
2001-08-01,Costa Rica,47,1610.8
2001-08-01,Curaçao,45,1603.9
2001-08-01,Honduras,51,1595.5
2001-08-01,DR Congo,46,1599.0
2001-08-01,Kenya,52,1632.2
2001-08-01,Panama,46,1631.8
2001-08-01,Bosnia and Herzegovina,48,1622.6
2001-08-01,Qatar,51,1599.0
2001-08-01,Haiti,49,1546.7
2001-08-01,Cuba,57,1553.2
2001-08-01,Iraq,59,1545.8
2001-08-01,Trinidad and Tobago,51,1577.9
2001-08-01,Uzbekistan,63,1456.3
2001-09-01,France,1,2028.8
2001-09-01,Spain,5,1990.2
2001-09-01,Argentina,4,1948.1
2001-09-01,England,5,1972.4
2001-09-01,Portugal,7,1964.7
2001-09-01,Brazil,6,1957.7
2001-09-01,Netherlands,10,1949.4
2001-09-01,Morocco,12,1916.2
2001-09-01,Belgium,6,1902.8
2001-09-01,Germany,13,1926.6
2001-09-01,Croatia,11,1986.9
2001-09-01,Austria,16,1946.1
2001-09-01,Colombia,16,1906.8
2001-09-01,Senegal,13,1888.4
2001-09-01,Mexico,16,1892.4
2001-09-01,United States,16,1842.9
2001-09-01,Uruguay,18,1830.1
2001-09-01,Japan,15,1790.6
2001-09-01,Switzerland,19,1850.4
2001-09-01,Norway,17,1760.9
2001-09-01,Iran,19,1888.4
2001-09-01,Turkey,20,1809.7
2001-09-01,Ecuador,20,1792.2
2001-09-01,Sweden,25,1890.4
2001-09-01,South Korea,21,1797.4
2001-09-01,Nigeria,22,1764.2
2001-09-01,Australia,24,1778.1
2001-09-01,Ivory Coast,28,1766.4
2001-09-01,Algeria,29,1731.7
2001-09-01,Egypt,28,1743.2
2001-09-01,Canada,32,1735.9
2001-09-01,Tunisia,35,1804.2
2001-09-01,Paraguay,31,1711.0
2001-09-01,Peru,37,1702.7
2001-09-01,Ghana,33,1796.1
2001-09-01,Saudi Arabia,33,1708.5
2001-09-01,Cabo Verde,40,1710.1
2001-09-01,Slovakia,37,1719.5
2001-09-01,Scotland,36,1713.3
2001-09-01,Jordan,35,1725.8
2001-09-01,Czechia,38,1687.0
2001-09-01,South Africa,37,1640.5
2001-09-01,Venezuela,46,1676.9
2001-09-01,Chile,43,1630.1
2001-09-01,Bolivia,44,1682.8
2001-09-01,Indonesia,44,1597.4
2001-09-01,New Zealand,46,1632.1
2001-09-01,Costa Rica,45,1633.5
2001-09-01,Curaçao,44,1561.1
2001-09-01,Honduras,51,1627.0
2001-09-01,DR Congo,46,1566.7
2001-09-01,Kenya,46,1576.0
2001-09-01,Panama,47,1634.2
2001-09-01,Bosnia and Herzegovina,53,1635.0
2001-09-01,Qatar,55,1559.9
2001-09-01,Haiti,49,1543.5
2001-09-01,Cuba,52,1582.6
2001-09-01,Iraq,52,1585.6
2001-09-01,Trinidad and Tobago,58,1561.5
2001-09-01,Uzbekistan,63,1528.4
2001-10-01,France,5,2030.2
2001-10-01,Spain,1,1961.0
2001-10-01,Argentina,1,1970.6
2001-10-01,England,1,1963.7
2001-10-01,Portugal,6,1923.8
2001-10-01,Brazil,2,1945.5
2001-10-01,Netherlands,5,1916.9
2001-10-01,Morocco,9,1911.7
2001-10-01,Belgium,11,1920.8
2001-10-01,Germany,13,1934.6
2001-10-01,Croatia,14,1949.3
2001-10-01,Austria,15,1879.0
2001-10-01,Colombia,16,1873.9
2001-10-01,Senegal,15,1847.1
2001-10-01,Mexico,13,1858.5
2001-10-01,United States,12,1868.4
2001-10-01,Uruguay,13,1923.1
2001-10-01,Japan,22,1865.8
2001-10-01,Switzerland,17,1841.2
2001-10-01,Norway,19,1797.1
2001-10-01,Iran,25,1811.4
2001-10-01,Turkey,22,1824.5
2001-10-01,Ecuador,21,1733.2
2001-10-01,Sweden,20,1799.0
2001-10-01,South Korea,29,1819.6
2001-10-01,Nigeria,23,1818.0
2001-10-01,Australia,27,1770.3
2001-10-01,Ivory Coast,32,1789.9
2001-10-01,Algeria,32,1779.5
2001-10-01,Egypt,26,1803.8
2001-10-01,Canada,31,1822.4
2001-10-01,Tunisia,29,1781.6
2001-10-01,Paraguay,33,1734.0
2001-10-01,Peru,30,1724.4
2001-10-01,Ghana,33,1729.2
2001-10-01,Saudi Arabia,37,1679.5
2001-10-01,Cabo Verde,40,1696.9
2001-10-01,Slovakia,36,1697.7
2001-10-01,Scotland,40,1679.8
2001-10-01,Jordan,39,1654.2
2001-10-01,Czechia,39,1673.8
2001-10-01,South Africa,40,1682.6
2001-10-01,Venezuela,42,1640.2
2001-10-01,Chile,47,1656.4
2001-10-01,Bolivia,42,1667.0
2001-10-01,Indonesia,47,1674.8
2001-10-01,New Zealand,49,1623.5
2001-10-01,Costa Rica,45,1585.3
2001-10-01,Curaçao,48,1732.8
2001-10-01,Honduras,46,1600.7
2001-10-01,DR Congo,52,1653.1
2001-10-01,Kenya,48,1632.9
2001-10-01,Panama,48,1610.3
2001-10-01,Bosnia and Herzegovina,50,1641.7
2001-10-01,Qatar,54,1610.4
2001-10-01,Haiti,50,1550.0
2001-10-01,Cuba,52,1560.0
2001-10-01,Iraq,56,1609.3
2001-10-01,Trinidad and Tobago,53,1528.0
2001-10-01,Uzbekistan,61,1460.6
2001-11-01,France,2,1991.2
2001-11-01,Spain,5,1965.1
2001-11-01,Argentina,4,1950.8
2001-11-01,England,1,1973.2
2001-11-01,Portugal,6,1931.5
2001-11-01,Brazil,10,1912.1
2001-11-01,Netherlands,9,1924.7
2001-11-01,Morocco,9,1992.3
2001-11-01,Belgium,9,1867.7
2001-11-01,Germany,10,1895.8
2001-11-01,Croatia,15,1931.5
2001-11-01,Austria,15,1866.6
2001-11-01,Colombia,14,1868.8
2001-11-01,Senegal,10,1907.6
2001-11-01,Mexico,13,1878.9
2001-11-01,United States,17,1857.8
2001-11-01,Uruguay,19,1851.9
2001-11-01,Japan,17,1819.3
2001-11-01,Switzerland,16,1805.8
2001-11-01,Norway,23,1805.2
2001-11-01,Iran,23,1772.8
2001-11-01,Turkey,21,1848.0
2001-11-01,Ecuador,20,1871.1
2001-11-01,Sweden,26,1868.5
2001-11-01,South Korea,21,1818.5
2001-11-01,Nigeria,25,1794.6
2001-11-01,Australia,29,1771.0
2001-11-01,Ivory Coast,25,1763.9
2001-11-01,Algeria,26,1779.8
2001-11-01,Egypt,25,1762.5
2001-11-01,Canada,32,1740.2
2001-11-01,Tunisia,31,1703.2
2001-11-01,Paraguay,33,1726.0
2001-11-01,Peru,30,1800.8
2001-11-01,Ghana,35,1741.8
2001-11-01,Saudi Arabia,35,1705.1
2001-11-01,Cabo Verde,32,1679.6
2001-11-01,Slovakia,39,1711.9
2001-11-01,Scotland,40,1714.3
2001-11-01,Jordan,36,1694.7
2001-11-01,Czechia,42,1693.0
2001-11-01,South Africa,45,1681.8
2001-11-01,Venezuela,43,1671.3
2001-11-01,Chile,40,1639.9
2001-11-01,Bolivia,46,1711.4
2001-11-01,Indonesia,48,1652.8
2001-11-01,New Zealand,50,1617.2
2001-11-01,Costa Rica,44,1618.7
2001-11-01,Curaçao,47,1604.2
2001-11-01,Honduras,46,1635.2
2001-11-01,DR Congo,51,1669.8
2001-11-01,Kenya,51,1612.7
2001-11-01,Panama,47,1636.9
2001-11-01,Bosnia and Herzegovina,49,1597.8
2001-11-01,Qatar,50,1570.9
2001-11-01,Haiti,51,1575.2
2001-11-01,Cuba,54,1574.2
2001-11-01,Iraq,55,1617.6
2001-11-01,Trinidad and Tobago,53,1530.5
2001-11-01,Uzbekistan,60,1510.0
2001-12-01,France,4,1962.1
2001-12-01,Spain,4,2016.4
2001-12-01,Argentina,5,2006.6
2001-12-01,England,4,2002.9
2001-12-01,Portugal,5,1949.9
2001-12-01,Brazil,8,1955.1
2001-12-01,Netherlands,7,1925.8
2001-12-01,Morocco,6,1941.7
2001-12-01,Belgium,12,1938.7
2001-12-01,Germany,8,1946.3
2001-12-01,Croatia,11,1909.6
2001-12-01,Austria,16,1858.3
2001-12-01,Colombia,14,1860.9
2001-12-01,Senegal,13,1897.8
2001-12-01,Mexico,19,1865.4
2001-12-01,United States,13,1876.5
2001-12-01,Uruguay,17,1831.4
2001-12-01,Japan,19,1903.1
2001-12-01,Switzerland,22,1881.1
2001-12-01,Norway,18,1826.8
2001-12-01,Iran,24,1895.7
2001-12-01,Turkey,18,1828.5
2001-12-01,Ecuador,27,1818.8
2001-12-01,Sweden,24,1805.8
2001-12-01,South Korea,26,1762.3
2001-12-01,Nigeria,25,1771.5
2001-12-01,Australia,30,1765.9
2001-12-01,Ivory Coast,30,1784.1
2001-12-01,Algeria,30,1740.4
2001-12-01,Egypt,28,1751.5
2001-12-01,Canada,32,1791.8
2001-12-01,Tunisia,34,1738.8
2001-12-01,Paraguay,33,1811.9
2001-12-01,Peru,29,1751.0
2001-12-01,Ghana,36,1739.7
2001-12-01,Saudi Arabia,38,1757.4
2001-12-01,Cabo Verde,32,1720.1
2001-12-01,Slovakia,37,1694.5
2001-12-01,Scotland,36,1684.1
2001-12-01,Jordan,37,1626.0
2001-12-01,Czechia,36,1692.7
2001-12-01,South Africa,44,1711.8
2001-12-01,Venezuela,44,1687.4
2001-12-01,Chile,42,1648.5
2001-12-01,Bolivia,44,1678.2
2001-12-01,Indonesia,43,1656.3
2001-12-01,New Zealand,50,1625.1
2001-12-01,Costa Rica,47,1612.3
2001-12-01,Curaçao,51,1654.7
2001-12-01,Honduras,51,1635.4
2001-12-01,DR Congo,51,1587.6
2001-12-01,Kenya,51,1589.2
2001-12-01,Panama,46,1609.1
2001-12-01,Bosnia and Herzegovina,50,1584.1
2001-12-01,Qatar,49,1609.4
2001-12-01,Haiti,56,1629.4
2001-12-01,Cuba,58,1593.1
2001-12-01,Iraq,54,1595.7
2001-12-01,Trinidad and Tobago,51,1569.9
2001-12-01,Uzbekistan,67,1497.4
2002-01-01,France,3,1961.0
